ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,塗布材料
SC0008191,1200m,製造,YC-08,27.44,50.2,0.9,120.0,122.0,1020.0,330,0.01026,89.01,False,A
SC0008192,500m,製造,YC-08,27.37,50.2,0.9,120.0,122.0,1020.0,283,0.01031,89.02,False,A
SC0008193,1200m,製造,YC-08,28.82,50.9,0.9,120.27,122.05,1021.8,1385,0.01179,89.12,False,A
SC0008194,1200m,製造,YC-08,28.64,50.8,0.9,120.0,122.38,1020.5,1246,0.01136,89.09,False,A
SC0008195,1200m,製造,YC-08,28.14,50.3,0.9,120.0,122.23,1020.5,301,0.01029,89.05,False,A
SC0008196,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.05,1020.0,344,0.0101,89.08,False,A
SC0008197,300m,製造,YC-08,30.18,51.5,0.9,120.43,122.06,1020.5,2426,0.01313,89.12,False,A
SC0008198,1200m,製造,YC-08,27.39,50.2,0.9,120.05,122.03,1020.1,295,0.01012,89.03,False,A
SC0008199,1200m,製造,YC-08,27.14,50.1,0.9,120.0,122.02,1020.0,101,0.01002,89.02,False,A
SC0008200,300m,製造,YC-08,29.54,51.2,0.9,120.2,122.16,1021.4,1940,0.01231,89.1,False,A
SC0008201,500m,製造,YC-08,27.83,50.4,0.902,120.46,122.09,1020.6,575,0.0112,89.03,True,A
SC0008202,1000m,製造,YC-08,28.72,50.8,0.9,120.0,122.27,1020.5,1308,0.01143,89.06,False,A
SC0008203,500m,製造,YC-08,28.68,50.9,0.9,120.09,122.09,1020.2,1411,0.01196,89.07,False,A
SC0008204,1200m,製造,YC-08,27.57,50.1,0.9,120.02,122.0,1020.1,205,0.01029,89.04,False,A
SC0008205,1500m,製造,YC-08,27.18,50.1,0.9,120.0,122.09,1020.2,136,0.0101,89.05,False,A
SC0008206,300m,製造,YC-08,27.73,50.3,0.9,120.0,122.0,1020.0,552,0.01044,89.02,False,A
SC0008207,1000m,製造,YC-08,27.2,50.1,0.9,120.0,122.19,1020.2,419,0.01029,89.03,False,A
SC0008208,1000m,製造,YC-08,30.3,50.9,0.9,120.0,122.03,1020.1,1579,0.0111,89.07,False,A
SC0008209,1500m,試作品,YC-08,28.11,50.5,0.9,120.09,122.09,1020.2,793,0.01095,89.04,False,A
SC0008210,1500m,製造,YC-08,30.18,51.5,0.9,120.08,122.15,1020.4,2426,0.01337,89.08,True,A
SC0008211,1500m,製造,YC-08,28.4,50.7,0.9,120.0,122.05,1020.1,1066,0.01074,89.12,False,A
SC0008212,1000m,製造,YC-08,28.53,50.6,0.9,120.01,122.0,1020.0,687,0.01041,89.03,False,A
SC0008213,1500m,製造,YC-08,27.07,50.4,0.9,120.29,122.24,1021.7,621,0.01136,89.07,False,A
SC0008214,1000m,製造,YC-08,31.16,51.7,0.9,120.15,122.09,1020.9,1662,0.01297,89.06,False,A
SC0008215,1500m,製造,YC-08,27.45,50.2,0.9,120.09,122.01,1020.1,344,0.01021,89.03,False,A
SC0008216,1000m,製造,YC-08,27.72,50.2,0.9,120.09,122.06,1020.2,404,0.01065,89.04,False,A
SC0008217,1000m,製造,YC-08,29.27,51.1,0.9,120.26,122.26,1020.5,1732,0.01206,89.06,False,A
SC0008218,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.03,1020.2,552,0.01082,89.03,False,A
SC0008219,1500m,製造,YC-08,27.19,50.2,0.9,120.0,122.03,1020.7,275,0.01027,89.06,False,A
SC0008220,1500m,製造,YC-08,27.28,50.1,0.9,120.49,122.29,1021.6,344,0.01027,89.09,False,A
SC0008221,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.03,1020.0,1662,0.01132,89.06,True,A
SC0008222,1200m,製造,YC-08,29.09,51.0,0.9,120.23,122.02,1020.4,1593,0.01253,89.13,False,A
SC0008223,1200m,製造,YC-08,27.13,50.5,0.9,120.0,122.05,1020.3,830,0.01058,89.06,False,A
SC0008224,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.04,1020.1,413,0.01029,89.04,False,A
SC0008225,300m,製造,YC-08,30.18,51.5,0.9,120.9,122.3,1021.5,2426,0.0124,89.11,False,A
SC0008226,1000m,製造,YC-08,30.52,50.9,0.9,120.05,122.09,1020.2,1385,0.01137,89.06,False,A
SC0008227,300m,製造,YC-08,30.12,51.2,0.9,120.0,122.02,1020.0,1246,0.01136,89.04,False,A
SC0008228,1000m,試作品,YC-08,27.18,50.1,0.901,120.14,122.14,1020.4,506,0.01082,89.02,False,A
SC0008229,1500m,製造,YC-08,28.82,50.9,0.9,120.33,122.67,1022.7,1385,0.01192,89.09,False,A
SC0008230,500m,製造,YC-08,27.18,50.3,0.9,120.0,122.01,1020.0,457,0.01041,89.1,False,A
SC0008231,1200m,製造,YC-08,28.35,51.3,0.9,120.0,122.02,1020.2,2131,0.01169,89.06,True,A
SC0008232,1000m,製造,YC-08,28.12,51.0,0.9,120.14,122.03,1020.2,1662,0.01165,89.06,False,A
SC0008233,500m,試作品,YC-08,27.18,50.3,0.9,120.0,122.0,1020.0,552,0.01044,89.03,False,A
SC0008234,1200m,製造,YC-08,28.73,50.8,0.9,120.03,122.01,1020.0,1315,0.01144,89.09,False,A
SC0008235,500m,製造,YC-08,27.45,50.2,0.9,120.02,122.02,1020.1,322,0.01034,89.03,False,A
SC0008236,1500m,製造,YC-08,27.69,50.9,0.9,120.0,122.01,1020.2,1454,0.0113,89.22,False,A
SC0008237,1200m,製造,YC-08,30.22,51.3,0.9,120.0,122.21,1020.9,2079,0.01309,89.07,False,A
SC0008238,100m,研究所テスト,YC-08,30.28,51.3,0.9,120.04,122.08,1020.2,2426,0.01457,89.13,False,A
SC0008239,1200m,製造,YC-08,28.35,50.6,0.9,120.02,122.02,1020.1,968,0.01106,89.03,False,A
SC0008240,500m,製造,YC-08,27.91,50.2,0.9,120.0,122.01,1020.0,295,0.01015,89.04,False,A
SC0008241,1200m,製造,YC-08,30.06,51.2,0.9,120.0,122.39,1021.2,1295,0.01165,89.11,False,A
SC0008242,1000m,製造,YC-08,28.98,50.8,0.9,120.05,122.09,1020.3,804,0.01088,89.06,False,A
SC0008243,1200m,製造,YC-08,28.36,50.6,0.9,120.05,122.09,1020.1,1038,0.01093,89.04,False,A
SC0008244,1000m,製造,YC-08,28.82,,0.9,120.0,122.01,1020.1,1385,0.0111,89.04,False,A
SC0008245,500m,製造,YC-08,28.45,50.7,0.9,120.12,122.01,1020.3,1107,0.01253,89.05,False,A
SC0008246,500m,製造,YC-08,27.4,50.2,0.9,120.02,122.02,1020.0,419,0.01033,89.02,False,A
SC0008247,1000m,製造,YC-08,28.19,50.3,0.9,120.0,122.18,1020.3,413,0.01033,89.05,False,A
SC0008248,500m,製造,YC-08,29.17,51.0,0.9,120.05,122.07,1020.2,1652,0.01115,89.05,False,A
SC0008249,1500m,研究所テスト,YC-08,27.84,50.8,0.9,120.05,122.09,1020.4,1315,0.01091,89.05,True,A
SC0008250,300m,製造,YC-08,27.79,50.4,0.9,120.0,122.07,1020.1,601,0.01042,89.02,False,A
SC0008251,1500m,試作品,YC-08,30.18,51.5,0.9,120.0,122.14,1020.4,2426,0.0112,89.09,False,A
SC0008252,1200m,製造,YC-08,27.64,50.3,0.9,120.05,122.05,1020.1,483,0.01058,89.08,False,A
SC0008253,500m,製造,YC-08,27.73,50.3,0.9,120.0,122.04,1020.1,552,0.01044,89.02,True,A
SC0008254,500m,製造,YC-08,28.65,50.6,0.9,120.01,122.01,1020.0,552,0.01027,89.05,False,A
SC0008255,1200m,製造,YC-08,27.46,50.2,0.9,120.31,122.62,1020.8,483,0.01043,89.06,False,A
SC0008256,1500m,製造,YC-08,30.04,51.2,0.9,120.0,122.19,1022.6,1910,0.0136,89.18,False,A
SC0008257,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.2,1385,0.01192,89.05,False,A
SC0008258,300m,製造,YC-08,28.64,50.8,0.9,120.18,122.11,1020.3,1246,0.01148,89.04,False,A
SC0008259,1500m,製造,YC-08,27.09,50.0,0.9,121.63,122.16,1021.8,66,0.01004,89.09,False,A
SC0008260,1500m,製造,YC-08,27.5,50.2,0.9,120.0,122.05,1020.1,382,0.01015,89.04,False,A
SC0008261,1500m,試作品,YC-08,27.36,50.2,0.9,120.0,122.03,1020.1,275,0.01033,89.02,True,A
SC0008262,500m,製造,YC-08,27.7,50.3,0.9,120.02,122.0,1020.1,566,0.01079,89.02,False,A
SC0008263,1200m,製造,YC-08,29.0,50.9,0.9,120.0,122.05,1020.1,1524,0.01151,89.04,False,A
SC0008264,1200m,製造,YC-08,27.62,50.3,0.9,120.16,122.31,1020.5,483,0.01034,89.04,False,A
SC0008265,1200m,製造,YC-08,29.04,50.4,0.901,120.14,122.22,1020.5,691,0.01069,89.04,False,A
SC0008266,1000m,製造,YC-08,29.07,51.1,0.9,120.41,122.11,1020.5,1732,0.01155,89.07,False,A
SC0008267,1000m,製造,YC-08,27.79,50.4,0.9,120.0,122.01,1020.0,602,0.01084,89.02,False,A
SC0008268,1000m,製造,YC-08,28.05,50.5,0.9,120.12,122.02,1020.3,795,0.01055,89.04,False,A
SC0008269,1000m,製造,YC-08,27.5,51.3,0.9,120.0,122.03,1021.4,1038,0.01206,89.05,False,A
SC0008270,1000m,製造,YC-08,29.04,50.8,0.9,120.24,122.12,1020.2,2058,0.01163,89.06,False,A
SC0008271,1000m,製造,YC-08,28.05,50.5,0.9,120.0,122.02,1020.0,795,0.01055,89.03,True,A
SC0008272,1500m,研究所テスト,YC-08,28.98,51.3,0.9,120.0,122.02,1020.2,2079,0.01227,89.06,True,A
SC0008273,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,870,0.01055,89.03,False,A
SC0008274,500m,製造,YC-08,27.23,50.7,0.9,120.0,122.04,1020.1,1177,0.01187,89.1,False,A
SC0008275,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.04,1020.0,830,0.01058,89.06,False,A
SC0008276,1500m,研究所テスト,YC-08,28.83,51.5,0.9,120.0,122.09,1020.1,2426,0.01168,89.1,True,A
SC0008277,1000m,製造,YC-08,29.89,51.1,0.9,120.18,122.36,1021.2,1732,0.01155,89.06,False,A
SC0008278,1200m,製造,YC-08,29.18,51.0,0.9,120.09,122.07,1020.2,1662,0.01231,89.06,False,A
SC0008279,1200m,製造,YC-08,30.47,50.7,0.9,120.06,122.07,1020.3,1180,0.01152,89.04,True,A
SC0008280,1000m,試作品,YC-08,27.45,50.2,0.9,120.04,122.0,1020.1,344,0.01038,89.04,False,A
SC0008281,1200m,製造,YC-08,27.46,50.5,0.9,120.0,122.09,1020.2,729,0.01051,89.06,False,A
SC0008282,1200m,製造,YC-08,28.09,50.5,0.901,120.0,122.1,1020.3,1246,0.01173,89.06,False,A
SC0008283,1500m,製造,YC-08,27.6,50.3,0.9,120.05,122.05,1020.3,457,0.01064,89.02,False,A
SC0008284,1200m,製造,YC-08,29.07,51.1,0.9,120.0,122.1,1020.9,1732,0.01189,89.13,False,A
SC0008285,300m,製造,YC-08,28.55,50.8,0.9,120.05,122.07,1020.2,1220,0.01097,89.1,False,A
SC0008286,1200m,製造,YC-08,28.3,50.8,0.9,120.0,122.13,1020.5,1262,0.01113,89.06,False,A
SC0008287,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.01,1020.1,691,0.01069,89.04,False,A
SC0008288,1500m,製造,YC-08,27.5,50.2,0.9,120.18,122.04,1020.9,968,0.01125,89.08,False,A
SC0008289,1200m,製造,YC-08,29.07,51.0,0.9,120.05,122.02,1020.1,1576,0.01078,89.05,False,A
SC0008290,1200m,製造,YC-08,28.09,50.5,0.9,120.09,122.04,1020.2,830,0.01041,89.03,True,A
SC0008291,1000m,試作品,YC-08,28.08,50.5,0.9,120.16,122.03,1020.9,819,0.01179,89.06,False,A
SC0008292,300m,製造,YC-08,28.54,50.7,0.9,120.03,122.02,1020.1,1177,0.01128,89.05,False,A
SC0008293,1200m,製造,YC-08,28.36,50.6,0.9,120.18,122.18,1020.3,1038,0.01103,89.1,False,A
SC0008294,500m,製造,YC-08,29.18,51.0,0.9,120.05,122.09,1020.2,1662,0.01247,89.09,False,A
SC0008295,1200m,製造,YC-08,27.89,50.4,0.9,120.4,122.55,1021.5,677,0.01094,89.07,False,A
SC0008296,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.06,1020.2,773,0.01041,89.06,False,A
SC0008297,500m,製造,YC-08,28.64,50.8,0.9,120.14,122.04,1020.1,1246,0.01111,89.07,False,A
SC0008298,1200m,製造,YC-08,28.51,50.6,0.9,120.0,122.0,1020.0,510,0.01051,89.03,False,A
SC0008299,1200m,製造,YC-08,29.41,50.9,0.9,120.17,122.03,1020.9,746,0.01141,89.08,False,A
SC0008300,1200m,製造,YC-08,28.01,51.0,0.9,120.0,122.14,1020.4,1593,0.01221,89.1,False,A
SC0008301,1500m,製造,YC-08,27.82,50.4,0.9,120.05,122.01,1020.1,621,0.01074,89.02,False,A
SC0008302,1200m,製造,YC-08,27.55,50.3,0.9,120.03,122.05,1020.1,413,0.01049,89.07,False,A
SC0008303,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.02,1020.5,830,0.01157,89.03,True,A
SC0008304,300m,製造,YC-08,30.01,50.6,0.902,120.0,122.2,1020.4,996,0.01099,89.05,False,A
SC0008305,1500m,製造,YC-08,32.09,51.1,0.9,120.0,122.31,1023.3,1732,0.01275,89.13,False,A
SC0008306,1200m,製造,YC-08,28.13,50.5,0.9,120.0,122.06,1020.1,861,0.01086,89.04,False,A
SC0008307,1200m,製造,YC-08,27.48,50.2,0.9,120.14,122.05,1020.4,290,0.01075,89.04,True,A
SC0008308,1500m,製造,YC-08,28.27,50.6,0.9,120.0,122.09,1020.2,968,0.01048,89.09,False,A
SC0008309,1500m,製造,YC-08,28.51,51.1,0.9,120.0,122.09,1020.2,1732,0.01189,89.08,False,A
SC0008310,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.28,1020.6,1246,0.01124,89.08,False,A
SC0008311,1200m,製造,YC-08,27.23,50.1,0.901,120.24,122.05,1020.4,170,0.01027,89.02,False,A
SC0008312,1000m,製造,YC-08,30.87,50.8,0.9,120.01,122.03,1020.0,1230,0.01061,89.04,False,A
SC0008313,100m,研究所テスト,YC-08,28.82,50.9,0.9,120.05,122.05,1020.2,1385,0.01261,89.07,False,A
SC0008314,1200m,製造,YC-08,27.97,50.5,0.9,120.0,122.09,1020.2,734,0.01044,89.04,False,A
SC0008315,500m,製造,YC-08,27.45,50.2,0.9,120.0,122.04,1020.1,344,0.01038,89.08,False,A
SC0008316,1200m,製造,YC-08,28.97,50.9,0.9,120.0,122.52,1020.7,1504,0.01134,89.08,False,A
SC0008317,1000m,製造,YC-08,29.55,51.2,0.9,120.0,122.01,1020.0,1947,0.01154,89.05,True,A
SC0008318,1000m,製造,YC-08,31.35,50.9,0.9,120.0,122.05,1020.2,1385,0.01192,89.06,False,A
SC0008319,1000m,製造,YC-08,28.41,50.5,0.9,120.0,122.0,1020.0,552,0.01033,89.04,False,A
SC0008320,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.05,1020.2,1662,0.01165,89.15,False,A
SC0008321,1000m,製造,YC-08,27.08,50.2,0.9,120.01,122.03,1020.1,294,0.01028,89.05,False,A
SC0008322,300m,製造,YC-08,28.82,50.9,0.9,120.0,122.11,1020.5,1280,0.0111,89.07,False,A
SC0008323,1000m,試作品,YC-08,27.94,50.4,0.9,120.0,122.0,1020.0,842,0.01075,89.03,False,A
SC0008324,300m,製造,YC-08,27.73,50.3,0.9,120.05,122.02,1020.2,552,0.01137,89.04,False,A
SC0008325,300m,製造,YC-08,29.03,51.0,0.9,120.0,122.03,1020.1,1544,0.01107,89.08,False,A
SC0008326,1200m,製造,YC-08,28.83,50.9,0.9,120.0,122.05,1020.1,704,0.0118,89.03,False,A
SC0008327,1200m,製造,YC-08,28.04,50.4,0.9,120.01,122.0,1020.1,413,0.01041,89.03,False,A
SC0008328,1200m,製造,YC-08,28.28,50.6,0.9,120.0,122.07,1020.2,977,0.01097,89.03,False,A
SC0008329,300m,製造,YC-08,27.66,50.7,0.9,120.0,122.06,1020.3,1107,0.01143,89.06,False,A
SC0008330,1000m,製造,YC-08,28.28,50.6,0.9,120.0,122.03,1020.2,977,0.01116,89.03,False,A
SC0008331,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.0,1020.0,691,0.01034,89.06,False,A
SC0008332,500m,試作品,YC-08,27.73,50.3,0.9,120.0,122.02,1020.0,552,0.0106,89.02,False,A
SC0008333,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.07,1020.2,691,0.01151,89.05,False,A
SC0008334,1200m,製造,YC-08,29.27,51.1,0.9,120.14,122.14,1020.2,1732,0.0112,89.08,True,A
SC0008335,1200m,製造,YC-08,27.27,50.1,0.9,120.05,122.05,1020.2,205,0.01025,89.03,False,A
SC0008336,1000m,製造,YC-08,28.73,50.8,0.9,120.0,122.32,1020.4,1315,0.01104,89.13,False,A
SC0008337,500m,製造,YC-08,27.28,50.4,0.9,120.0,122.25,1020.8,694,0.01076,89.05,False,A
SC0008338,1500m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.1,1107,0.01066,89.07,False,A
SC0008339,1000m,製造,YC-08,28.92,50.9,0.9,120.0,122.01,1020.1,1459,0.01116,89.05,False,A
SC0008340,500m,製造,YC-08,27.73,51.1,0.9,120.0,122.24,1020.7,1836,0.01291,89.05,False,A
SC0008341,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.23,1021.0,1107,0.01132,89.04,False,A
SC0008342,1000m,製造,YC-08,27.91,50.4,0.9,120.09,122.01,1020.1,691,0.01089,89.05,False,A
SC0008343,1000m,製造,YC-08,29.04,50.4,0.9,120.06,122.06,1020.4,691,0.0111,89.05,False,A
SC0008344,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.03,1020.1,1246,0.01185,89.07,False,A
SC0008345,1200m,製造,YC-08,27.41,50.2,0.9,120.66,122.09,1021.3,1138,0.01203,89.07,False,A
SC0008346,1500m,製造,YC-08,27.19,50.1,0.9,120.0,122.01,1020.0,136,0.01007,89.01,False,A
SC0008347,500m,製造,YC-08,27.31,50.3,0.9,120.05,122.02,1020.3,488,0.01068,89.08,False,A
SC0008348,300m,製造,YC-08,27.66,50.3,0.9,120.0,122.25,1020.4,500,0.01035,89.04,False,A
SC0008349,300m,製造,YC-08,28.35,50.5,0.9,120.09,122.09,1020.2,2131,0.01275,89.07,False,A
SC0008350,1500m,製造,YC-08,28.73,50.7,0.9,120.43,122.17,1021.4,2426,0.01481,89.12,True,A
SC0008351,500m,製造,YC-08,28.07,50.4,0.9,120.98,122.26,1021.9,413,0.01049,89.08,False,A
SC0008352,1200m,製造,YC-08,29.56,50.6,0.9,120.0,122.02,1020.1,1038,0.01103,89.04,False,A
SC0008353,500m,製造,YC-08,28.15,50.3,0.9,120.04,122.01,1020.1,552,0.01049,89.03,False,A
SC0008354,500m,製造,YC-08,28.18,50.6,0.9,120.03,122.04,1020.1,899,0.01143,89.05,False,A
SC0008355,1500m,試作品,YC-08,27.89,50.4,0.9,120.0,122.0,1020.0,674,0.01067,89.02,False,A
SC0008356,300m,製造,YC-08,27.42,50.8,0.9,120.09,122.06,1020.4,1315,0.01313,89.1,False,A
SC0008357,300m,製造,YC-08,28.45,50.7,0.9,120.19,122.01,1020.3,1107,0.01143,89.08,False,A
SC0008358,500m,製造,YC-08,27.31,50.4,0.9,120.13,122.13,1020.2,717,0.01064,89.08,False,A
SC0008359,1000m,製造,YC-08,28.54,50.7,0.9,120.0,122.09,1020.2,1177,0.0121,89.04,False,A
SC0008360,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.0,1038,0.01062,89.13,False,A
SC0008361,1200m,製造,YC-08,27.51,50.3,0.9,120.0,122.09,1020.5,391,0.01033,89.04,True,A
SC0008362,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.27,1020.4,552,0.01049,89.05,False,A
SC0008363,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.03,1020.2,344,0.01024,89.02,False,A
SC0008364,1000m,製造,YC-08,27.06,51.6,0.9,120.0,122.1,1020.2,1504,0.01104,89.04,False,A
SC0008365,1500m,製造,YC-08,29.07,51.0,0.9,120.0,122.09,1020.1,1579,0.01141,89.05,False,A
SC0008366,1000m,製造,YC-08,28.35,,0.9,120.02,122.01,1020.0,691,0.01069,89.03,True,A
SC0008367,1000m,製造,YC-08,28.23,50.7,0.9,120.0,122.01,1020.0,1107,0.01077,89.06,False,A
SC0008368,1500m,製造,YC-08,27.16,50.4,0.9,120.02,122.0,1020.0,656,0.01065,89.03,False,A
SC0008369,1200m,製造,YC-08,28.0,50.5,0.9,120.0,122.0,1020.0,760,0.01023,89.03,False,A
SC0008370,1500m,製造,YC-08,28.2,50.9,0.9,120.0,122.1,1020.9,1506,0.01164,89.07,False,A
SC0008371,500m,製造,YC-08,28.57,50.7,0.9,120.0,122.18,1020.3,1199,0.01119,89.04,False,A
SC0008372,300m,製造,YC-08,33.35,51.4,0.9,120.15,122.29,1020.7,2316,0.01436,89.06,False,A
SC0008373,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.0,1020.0,1662,0.01132,89.11,False,A
SC0008374,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01037,89.04,False,A
SC0008375,1500m,製造,YC-08,28.36,50.6,0.9,120.14,122.09,1020.2,1038,0.01093,89.1,False,A
SC0008376,100m,研究所テスト,YC-08,28.25,51.5,0.9,120.0,122.14,1020.2,2426,0.01264,89.08,False,A
SC0008377,1000m,製造,YC-08,28.82,50.9,0.9,120.63,122.03,1021.3,1385,0.01206,89.07,False,A
SC0008378,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.23,1020.7,1385,0.01165,89.07,False,A
SC0008379,1000m,製造,YC-08,28.98,50.9,0.9,120.17,122.03,1020.3,1508,0.0115,89.07,False,A
SC0008380,1200m,製造,YC-08,28.09,50.5,0.9,120.05,122.01,1020.2,830,0.01132,89.05,False,A
SC0008381,1000m,製造,YC-08,28.64,50.8,0.9,120.04,122.04,1020.1,1246,0.01148,89.05,False,A
SC0008382,1200m,製造,YC-08,28.19,50.3,0.9,120.02,122.0,1020.1,465,0.01051,89.02,False,A
SC0008383,1500m,製造,YC-08,27.18,50.1,0.9,120.0,122.04,1020.1,136,0.01025,89.01,False,A
SC0008384,500m,試作品,YC-08,27.73,50.3,0.9,120.02,122.0,1020.0,552,0.01038,89.03,False,A
SC0008385,1200m,製造,YC-08,27.79,50.4,0.9,120.0,122.01,1020.1,601,0.01042,89.05,False,A
SC0008386,1500m,製造,YC-08,27.65,50.3,0.9,120.04,122.01,1020.1,497,0.01079,89.03,False,A
SC0008387,1200m,製造,YC-08,28.45,50.7,0.9,120.05,122.09,1020.2,1107,0.01099,89.05,False,A
SC0008388,1000m,製造,YC-08,27.56,50.6,0.9,120.2,122.08,1021.6,1177,0.01269,89.06,False,A
SC0008389,1200m,試作品,YC-08,27.77,50.4,0.9,120.0,122.01,1020.0,587,0.01053,89.03,False,A
SC0008390,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.05,1020.2,899,0.01071,89.04,False,A
SC0008391,1000m,製造,YC-08,27.45,50.2,0.9,120.09,122.02,1020.2,344,0.01052,89.03,False,A
SC0008392,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.3,1385,0.01316,89.04,False,A
SC0008393,500m,製造,YC-08,27.09,50.1,0.9,120.16,122.13,1020.9,148,0.01019,89.05,False,A
SC0008394,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.0,122.01,1020.1,2426,0.01192,89.09,False,A
SC0008395,1000m,試作品,YC-08,27.71,50.2,0.9,120.0,122.05,1020.1,212,0.01016,89.01,False,A
SC0008396,500m,製造,YC-08,27.95,50.4,0.9,120.04,122.02,1020.2,663,0.01073,89.07,False,A
SC0008397,300m,製造,YC-08,27.91,50.4,0.9,120.0,122.08,1020.1,691,0.01076,89.05,False,A
SC0008398,1500m,製造,YC-08,27.4,50.2,0.9,120.0,122.01,1020.4,301,0.01054,89.02,False,A
SC0008399,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.02,1020.1,691,0.01096,89.03,False,A
SC0008400,1000m,試作品,YC-08,27.74,50.3,0.9,120.04,122.02,1020.1,691,0.01096,89.02,False,A
SC0008401,500m,製造,YC-08,28.4,50.6,0.9,120.0,122.01,1020.1,705,0.01063,89.06,False,A
SC0008402,1200m,製造,YC-08,27.85,50.3,0.9,120.0,122.05,1020.1,483,0.01038,89.04,False,A
SC0008403,1500m,製造,YC-08,31.68,51.1,0.9,120.07,122.04,1020.2,1732,0.0124,89.06,True,A
SC0008404,1200m,製造,YC-08,27.3,50.4,0.9,120.0,122.03,1020.1,635,0.01044,89.05,False,A
SC0008405,1000m,製造,YC-08,28.36,50.6,0.9,120.23,122.16,1020.7,1038,0.01113,89.1,False,A
SC0008406,1200m,製造,YC-08,27.44,50.2,0.9,120.16,122.03,1020.7,587,0.01047,89.04,False,A
SC0008407,1000m,製造,YC-08,29.62,51.0,0.9,120.0,122.02,1020.1,1940,0.01115,89.11,False,A
SC0008408,1200m,製造,YC-08,28.09,50.4,0.9,120.0,122.0,1020.0,830,0.01091,89.05,False,A
SC0008409,1500m,製造,YC-08,27.73,50.3,0.9,120.08,122.01,1020.1,552,0.01077,89.05,False,A
SC0008410,1000m,製造,YC-08,28.78,50.8,0.9,120.42,122.14,1020.8,1357,0.01202,89.05,False,A
SC0008411,1000m,製造,YC-08,27.89,50.3,0.9,120.1,122.03,1020.2,830,0.01091,89.03,False,A
SC0008412,1000m,製造,YC-08,28.09,50.5,0.9,120.09,122.01,1020.1,830,0.01041,89.02,False,A
SC0008413,1200m,製造,YC-08,27.42,50.3,0.9,120.0,122.01,1020.0,457,0.01036,89.02,False,A
SC0008414,1200m,製造,YC-08,27.5,50.2,0.9,120.09,122.03,1020.2,379,0.01064,89.05,False,A
SC0008415,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.07,1020.1,379,0.01026,89.02,False,A
SC0008416,500m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01033,89.03,False,A
SC0008417,1200m,製造,YC-08,27.75,50.4,0.9,120.0,122.01,1020.0,573,0.01029,89.04,False,A
SC0008418,1200m,製造,YC-08,27.41,50.2,0.9,120.0,122.39,1020.7,1038,0.01124,89.06,False,A
SC0008419,300m,製造,YC-08,30.75,51.5,0.9,120.07,122.03,1020.1,1177,0.01198,89.05,False,A
SC0008420,1200m,試作品,YC-08,28.82,50.9,0.9,120.0,122.04,1020.1,1385,0.01096,89.04,True,A
SC0008421,1500m,製造,YC-08,29.36,51.1,0.9,120.0,122.05,1020.2,1799,0.01089,89.05,False,A
SC0008422,1000m,製造,YC-08,27.42,50.7,0.9,120.0,122.05,1020.2,1180,0.01246,89.04,False,A
SC0008423,1500m,製造,YC-08,29.02,50.7,0.9,120.0,122.07,1020.2,1180,0.01152,89.04,True,A
SC0008424,1000m,製造,YC-08,28.15,50.4,0.9,120.03,122.02,1020.1,670,0.01073,89.04,False,A
SC0008425,1500m,試作品,YC-08,28.24,50.6,0.9,120.11,122.16,1020.3,1038,0.01113,89.1,False,A
SC0008426,1200m,製造,YC-08,27.4,50.2,0.9,120.0,122.05,1020.1,301,0.01039,89.02,False,A
SC0008427,500m,製造,YC-08,27.58,50.3,0.9,120.0,122.01,1020.1,441,0.01031,89.03,False,A
