ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
SC0008624,300m,製造,YC-08,27.78,50.4,0.9,120.02,122.01,1020.0,592,0.01065,89.02,False
SC0008625,1500m,製造,YC-08,27.66,50.2,0.9,120.0,122.15,1020.5,344,0.01048,89.06,False
SC0008626,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.05,1021.7,1246,0.01173,89.06,False
SC0008627,1000m,製造,YC-08,27.65,50.3,0.9,120.0,122.01,1020.1,497,0.01049,89.02,False
SC0008628,1200m,製造,YC-08,27.98,50.5,0.9,120.02,122.0,1020.0,743,0.01044,89.03,False
SC0008629,1500m,製造,YC-08,30.18,51.5,0.9,120.0,122.4,1021.7,2426,0.01409,89.13,False
SC0008630,1200m,製造,YC-08,28.28,50.4,0.9,120.0,122.05,1020.1,656,0.01085,89.07,False
SC0008631,1500m,製造,YC-08,27.22,50.3,0.9,120.0,122.38,1020.7,491,0.01044,89.05,False
SC0008632,500m,製造,YC-08,27.17,50.1,0.9,120.0,122.07,1020.1,122,0.01011,89.06,False
SC0008633,1000m,製造,YC-08,28.68,51.0,0.9,120.0,122.03,1020.1,899,0.01125,89.05,False
SC0008634,500m,製造,YC-08,27.76,50.4,0.9,120.09,122.09,1020.3,613,0.01104,89.07,False
SC0008635,100m,研究所テスト,YC-08,28.65,51.1,0.9,120.09,122.07,1020.2,1732,0.0112,89.05,False
SC0008636,500m,製造,YC-08,28.64,50.8,0.9,120.05,122.09,1020.2,1246,0.01136,89.05,False
SC0008637,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.1,830,0.01074,89.06,False
SC0008638,1000m,製造,YC-08,28.0,50.5,0.9,120.07,122.01,1020.2,760,0.01128,89.04,False
SC0008639,1500m,研究所テスト,YC-08,31.68,51.1,0.9,120.09,122.09,1020.1,1732,0.01103,89.05,True
SC0008640,300m,製造,YC-08,28.38,50.5,0.9,120.0,122.01,1020.0,1385,0.0111,89.06,False
SC0008641,1200m,製造,YC-08,27.89,50.4,0.9,120.02,122.0,1020.1,674,0.01054,89.02,False
SC0008642,500m,製造,YC-08,31.87,51.0,0.9,120.0,122.04,1020.1,1612,0.01096,89.06,False
SC0008643,1200m,製造,YC-08,29.18,51.0,0.9,120.03,122.06,1020.1,1662,0.01115,89.05,False
SC0008644,500m,製造,YC-08,29.4,51.1,0.9,120.0,122.06,1020.9,1829,0.01236,89.11,False
SC0008645,1500m,試作品,YC-08,29.51,51.2,0.9,120.0,122.02,1020.0,1910,0.01095,89.06,False
SC0008646,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.04,1020.1,691,0.01137,89.02,False
SC0008647,1500m,製造,YC-08,27.55,50.3,0.9,120.14,122.08,1020.2,413,0.01049,89.04,False
SC0008648,1200m,製造,YC-08,27.5,50.4,0.9,120.02,122.01,1020.0,605,0.01056,89.07,False
SC0008649,1500m,製造,YC-08,27.22,50.1,0.9,120.0,122.09,1020.3,80,0.01011,89.13,False
SC0008650,1200m,製造,YC-08,27.52,50.4,0.9,120.34,122.2,1020.4,621,0.01068,89.38,False
SC0008651,1200m,製造,YC-08,28.32,50.6,0.9,120.0,122.05,1020.3,1003,0.01169,89.05,False
SC0008652,1000m,製造,YC-08,27.55,50.3,0.9,120.01,122.02,1020.0,413,0.01058,89.05,False
SC0008653,1500m,製造,YC-08,28.18,50.6,0.9,120.05,122.01,1020.1,901,0.01072,89.05,True
SC0008654,1500m,製造,YC-08,27.78,50.3,0.9,120.42,122.28,1020.9,1038,0.01082,89.1,False
SC0008655,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.1,167,0.01014,89.04,False
SC0008656,300m,製造,YC-08,28.93,50.9,0.9,120.02,122.02,1020.0,1468,0.01102,89.05,False
SC0008657,1200m,製造,YC-08,28.08,50.2,0.9,120.0,122.03,1020.2,370,0.01033,89.05,False
SC0008658,1200m,製造,YC-08,27.77,50.4,0.9,120.0,122.01,1020.3,691,0.01096,89.05,False
SC0008659,1200m,製造,YC-08,28.45,50.7,0.9,120.2,122.2,1020.2,1107,0.01099,89.04,False
SC0008660,1200m,試作品,YC-08,27.92,50.4,0.9,120.0,122.01,1020.2,621,0.01068,89.05,False
SC0008661,300m,製造,YC-08,28.65,50.8,0.9,120.0,122.09,1020.2,1260,0.011,89.03,False
SC0008662,1000m,製造,YC-08,27.44,50.2,0.9,120.12,122.01,1020.4,330,0.01036,89.06,False
SC0008663,1000m,製造,YC-08,27.36,50.2,0.9,120.05,122.06,1020.1,275,0.01033,89.06,False
SC0008664,1000m,試作品,YC-08,27.89,51.4,0.9,120.02,122.05,1020.1,1246,0.01124,89.05,False
SC0008665,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.01,1020.1,1385,0.01151,89.07,False
SC0008666,1000m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.0,1454,0.01115,89.05,False
SC0008667,1000m,製造,YC-08,27.15,50.2,0.9,120.0,122.0,1020.0,275,0.01016,89.03,False
SC0008668,1500m,試作品,YC-08,27.48,50.2,0.9,120.0,122.03,1020.1,366,0.01029,89.02,False
SC0008669,1200m,製造,YC-08,27.66,50.7,0.9,120.0,122.35,1020.8,1107,0.01099,89.1,False
SC0008670,500m,製造,YC-08,27.38,50.1,0.9,120.13,122.15,1020.4,243,0.01037,89.04,False
SC0008671,1000m,試作品,YC-08,27.76,50.3,0.9,120.05,122.0,1020.1,613,0.01085,89.03,False
SC0008672,500m,製造,YC-08,29.18,50.6,0.9,120.39,122.15,1021.1,899,0.01062,89.05,False
SC0008673,1200m,製造,YC-08,28.12,50.3,0.9,120.27,122.14,1020.1,552,0.01022,89.05,False
SC0008674,500m,試作品,YC-08,27.1,50.3,0.9,120.05,122.09,1020.1,413,0.01029,89.05,False
SC0008675,1200m,製造,YC-08,28.75,50.5,0.9,120.02,122.03,1020.1,830,0.01124,89.05,False
SC0008676,1500m,製造,YC-08,29.54,51.2,0.9,120.0,122.14,1020.5,1940,0.01212,89.1,False
SC0008677,1000m,製造,YC-08,27.87,50.4,0.9,120.05,122.01,1020.1,663,0.01059,89.03,False
SC0008678,1200m,製造,YC-08,27.41,50.2,0.9,120.07,122.01,1020.3,85,0.01033,89.03,False
SC0008679,500m,製造,YC-08,28.05,50.4,0.9,120.1,122.19,1020.6,691,0.01117,89.08,False
SC0008680,1200m,製造,YC-08,28.04,50.4,0.9,120.76,122.36,1021.2,639,0.01064,89.06,False
SC0008681,1200m,製造,YC-08,29.55,51.2,0.9,120.06,122.12,1020.3,1947,0.01212,89.05,False
SC0008682,300m,製造,YC-08,29.73,51.3,0.9,120.0,122.05,1020.1,2079,0.01288,89.11,False
SC0008683,1000m,製造,YC-08,28.05,50.5,0.9,120.0,122.09,1020.1,802,0.01064,89.06,False
SC0008684,1000m,試作品,YC-08,28.05,50.8,0.9,120.02,122.02,1020.1,762,0.01196,89.02,False
SC0008685,1200m,製造,YC-08,28.82,50.9,0.9,120.14,122.14,1021.1,1385,0.01316,89.07,False
SC0008686,1000m,製造,YC-08,27.85,50.3,0.901,120.0,122.0,1020.0,691,0.01041,89.03,False
SC0008687,500m,製造,YC-08,27.12,50.3,0.9,120.13,122.05,1021.1,497,0.01089,89.04,False
SC0008688,1500m,試作品,YC-08,28.02,50.5,0.9,120.0,122.23,1020.4,774,0.01069,89.09,False
SC0008689,1000m,製造,YC-08,28.73,50.4,0.9,120.0,122.03,1020.1,691,0.01076,89.03,False
SC0008690,1200m,製造,YC-08,28.09,50.5,0.9,120.03,122.06,1020.1,830,0.01091,89.04,False
SC0008691,1500m,製造,YC-08,27.19,50.1,0.9,120.05,122.03,1020.2,144,0.01013,89.04,False
SC0008692,1000m,製造,YC-08,28.09,50.5,0.9,120.0,122.06,1020.1,830,0.01091,89.06,False
SC0008693,1500m,製造,YC-08,27.75,50.4,0.9,120.29,122.1,1020.2,569,0.01034,89.08,False
SC0008694,100m,製造,YC-08,27.47,50.2,0.9,120.14,122.05,1020.2,358,0.01032,89.05,False
SC0008695,1200m,製造,YC-08,28.64,50.8,0.9,120.0,122.09,1020.4,1246,0.0126,89.06,False
SC0008696,1000m,製造,YC-08,27.54,50.2,0.9,120.18,122.18,1020.4,587,0.01058,89.06,False
SC0008697,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.01,1020.2,1246,0.01198,89.05,False
SC0008698,1200m,製造,YC-08,27.25,50.1,0.9,120.0,122.0,1020.0,184,0.01013,89.02,False
SC0008699,1000m,製造,YC-08,29.54,51.2,0.9,120.04,122.07,1020.2,1940,0.01231,89.07,False
SC0008700,1200m,製造,YC-08,27.91,50.4,0.9,120.02,122.03,1020.1,691,0.01062,89.07,False
SC0008701,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.08,1020.3,552,0.0106,89.04,False
SC0008702,500m,製造,YC-08,28.11,50.5,0.9,120.0,122.01,1020.0,847,0.01101,89.03,False
SC0008703,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.1,275,0.01041,89.04,False
SC0008704,1200m,製造,YC-08,27.95,50.4,0.9,120.04,122.05,1020.1,726,0.01115,89.07,False
SC0008705,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.03,1020.1,1454,0.0113,89.08,False
SC0008706,1500m,製造,YC-08,28.63,50.8,0.9,120.19,122.39,1021.0,1239,0.01148,89.09,False
SC0008707,500m,製造,YC-08,27.22,50.1,0.9,120.0,122.06,1020.2,164,0.01021,89.03,False
SC0008708,1000m,製造,YC-08,28.59,50.7,0.9,120.0,122.04,1020.1,1210,0.01096,89.03,False
SC0008709,1200m,製造,YC-08,27.14,51.1,0.9,120.0,122.06,1020.1,1747,0.01121,89.13,False
SC0008710,500m,製造,YC-08,27.26,50.3,0.9,120.0,122.19,1020.4,497,0.01074,89.04,False
SC0008711,1200m,製造,YC-08,29.3,50.5,0.9,120.05,122.07,1020.2,875,0.01104,89.05,False
SC0008712,1200m,製造,YC-08,27.82,50.4,0.9,120.09,122.04,1020.1,621,0.01068,89.04,False
SC0008713,1500m,試作品,YC-08,27.48,50.7,0.9,120.0,122.02,1020.3,1199,0.01238,89.04,True
SC0008714,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.01,1020.1,1246,0.01148,89.11,False
SC0008715,1200m,製造,YC-08,27.23,50.1,0.9,120.05,122.09,1020.1,165,0.01015,89.03,False
SC0008716,1500m,製造,YC-08,,50.4,0.9,120.0,122.09,1020.3,621,0.0108,89.07,False
SC0008717,1500m,製造,YC-08,29.27,51.1,0.9,120.05,122.02,1020.2,1732,0.01155,89.07,True
SC0008718,1500m,製造,YC-08,27.84,50.4,0.9,120.0,122.05,1020.1,639,0.01051,89.03,False
SC0008719,1500m,製造,YC-08,27.82,50.4,0.9,120.0,122.05,1020.2,621,0.01068,89.1,False
SC0008720,1200m,試作品,YC-08,27.99,50.4,0.9,120.0,122.02,1020.0,691,0.01034,89.04,False
SC0008721,1200m,製造,YC-08,27.15,50.1,0.9,120.0,122.09,1020.2,219,0.01007,89.09,False
SC0008722,1200m,製造,YC-08,27.79,50.3,0.9,120.0,122.0,1020.0,483,0.01029,89.05,False
SC0008723,500m,製造,YC-08,29.1,51.0,0.9,120.02,122.02,1020.1,1600,0.01206,89.06,False
SC0008724,1500m,製造,YC-08,29.18,51.0,0.9,120.05,122.1,1020.2,1662,0.01231,89.34,False
SC0008725,1200m,製造,YC-08,27.59,50.3,0.9,120.22,122.13,1020.9,830,0.01099,89.11,False
SC0008726,500m,試作品,YC-08,29.07,51.0,0.9,120.07,122.07,1020.1,1576,0.01219,89.05,True
SC0008727,1500m,製造,YC-08,28.91,50.9,0.9,120.0,122.05,1020.2,1454,0.01159,89.07,False
SC0008728,1200m,製造,YC-08,27.61,50.2,0.9,120.0,122.31,1020.9,275,0.01033,89.11,False
SC0008729,1000m,製造,YC-08,28.13,50.5,0.9,120.0,122.07,1020.3,857,0.01077,89.05,True
SC0008730,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.06,1020.1,968,0.01096,89.06,False
SC0008731,1200m,製造,YC-08,28.46,50.7,0.9,120.0,122.0,1020.0,1114,0.01111,89.05,False
SC0008732,1500m,製造,YC-08,27.41,50.2,0.9,120.0,122.09,1020.2,275,0.01019,89.01,False
SC0008733,1200m,製造,YC-08,28.12,50.4,0.9,120.0,122.01,1020.0,934,0.01111,89.04,False
SC0008734,300m,製造,YC-08,28.35,51.5,0.9,120.0,122.09,1021.0,2426,0.01313,89.15,False
SC0008735,100m,研究所テスト,YC-08,28.82,50.9,0.9,120.0,122.24,1020.5,1385,0.01137,89.08,False
SC0008736,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.04,1020.0,483,0.01038,89.03,False
SC0008737,1200m,製造,YC-08,28.74,50.8,0.9,120.0,122.03,1020.1,1329,0.01145,89.07,False
SC0008738,1200m,製造,YC-08,29.41,51.1,0.9,120.0,122.06,1020.1,1836,0.01164,89.05,False
SC0008739,1200m,製造,YC-08,27.14,50.1,0.9,120.0,122.05,1020.1,101,0.01007,89.01,False
SC0008740,1200m,製造,YC-08,27.33,50.2,0.9,120.01,122.0,1020.0,247,0.01012,89.04,False
SC0008741,1000m,製造,YC-08,27.7,50.3,0.9,120.02,122.0,1020.0,535,0.01027,89.06,False
SC0008742,1500m,製造,YC-08,27.45,50.2,0.9,120.17,122.14,1020.4,344,0.01045,89.04,False
SC0008743,1000m,製造,YC-08,27.27,50.1,0.9,120.05,122.03,1020.2,205,0.01012,89.02,False
SC0008744,500m,製造,YC-08,29.31,51.5,0.9,120.0,122.01,1020.2,2426,0.01361,89.1,False
SC0008745,300m,製造,YC-08,30.37,51.0,0.9,120.05,122.09,1020.1,1662,0.01066,89.06,False
SC0008746,1200m,製造,YC-08,28.37,50.6,0.9,120.14,122.05,1020.2,1041,0.01124,89.03,False
SC0008747,1500m,製造,YC-08,27.28,50.6,0.9,120.0,122.02,1020.3,996,0.01079,89.04,False
SC0008748,1000m,製造,YC-08,29.36,51.1,0.9,120.14,122.22,1020.4,1801,0.01125,89.07,False
SC0008749,1200m,製造,YC-08,27.91,50.4,0.9,120.02,122.0,1020.0,691,0.01034,89.04,False
SC0008750,1200m,製造,YC-08,27.15,50.2,0.9,120.0,122.02,1020.3,275,0.01033,89.03,False
SC0008751,1500m,製造,YC-08,29.95,51.0,0.901,120.1,122.19,1020.6,1579,0.01266,89.04,True
SC0008752,1000m,製造,YC-08,27.91,50.4,0.9,120.14,122.07,1020.1,691,0.01082,89.04,False
SC0008753,1000m,製造,YC-08,28.0,50.5,0.9,120.33,122.23,1020.4,760,0.01053,89.05,False
SC0008754,500m,試作品,YC-08,27.98,50.5,0.9,120.03,122.02,1020.0,743,0.01081,89.03,False
SC0008755,300m,試作品,YC-08,29.54,51.2,0.9,120.0,122.97,1023.0,1940,0.01231,89.13,False
SC0008756,100m,研究所テスト,YC-08,29.23,50.9,0.9,120.16,122.1,1020.5,1478,0.01279,89.04,False
SC0008757,1200m,製造,YC-08,28.08,50.4,0.9,120.01,122.02,1020.0,644,0.01058,89.02,False
SC0008758,1000m,試作品,YC-08,27.73,50.3,0.9,120.0,122.02,1020.0,552,0.01049,89.05,False
SC0008759,1500m,製造,YC-08,28.86,50.9,0.9,120.07,122.08,1020.1,1419,0.01099,89.05,False
SC0008760,100m,研究所テスト,YC-08,28.85,51.4,0.9,120.05,122.09,1020.4,2217,0.01637,89.07,False
SC0008761,1200m,製造,YC-08,28.11,50.4,0.9,120.29,122.19,1020.6,996,0.01198,89.05,True
SC0008762,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.03,1020.2,1107,0.01132,89.05,False
SC0008763,1500m,製造,YC-08,28.42,50.7,0.9,120.0,122.01,1020.1,1083,0.01086,89.03,True
SC0008764,1200m,製造,YC-08,27.2,50.3,0.9,120.13,122.13,1020.2,422,0.01034,89.03,True
SC0008765,500m,製造,YC-08,27.77,50.5,0.9,120.16,122.03,1020.1,842,0.01059,89.03,True
SC0008766,1200m,製造,YC-08,27.09,50.1,0.9,120.09,122.02,1020.4,219,0.01024,89.04,False
SC0008767,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01048,89.07,False
SC0008768,1200m,製造,YC-08,27.98,50.5,0.9,120.0,122.0,1020.0,746,0.01059,89.03,False
SC0008769,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.1,1020.9,1038,0.01196,89.05,False
SC0008770,300m,製造,YC-08,27.09,50.0,0.9,120.2,122.13,1020.3,66,0.01009,89.04,False
SC0008771,100m,研究所テスト,YC-08,27.67,51.5,0.9,120.0,122.1,1020.3,2426,0.01264,89.1,False
SC0008772,500m,製造,YC-08,28.35,50.3,0.9,120.05,122.07,1020.1,457,0.01036,89.02,False
SC0008773,1200m,製造,YC-08,30.57,51.4,0.9,120.0,122.18,1020.5,1137,0.01158,89.04,False
SC0008774,1000m,製造,YC-08,30.39,51.2,0.9,120.87,122.43,1022.0,1940,0.01192,89.1,False
SC0008775,1000m,製造,YC-08,27.43,50.4,0.9,120.19,122.08,1021.3,417,0.0105,89.06,False
SC0008776,500m,製造,YC-08,27.52,50.1,0.9,120.03,122.04,1020.1,219,0.01018,89.01,False
SC0008777,1000m,製造,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01029,89.02,False
SC0008778,1200m,製造,YC-08,27.81,50.4,0.9,120.0,122.08,1020.1,613,0.01024,89.06,False
SC0008779,500m,製造,YC-08,28.43,50.6,0.9,120.43,122.06,1020.7,1055,0.01157,89.08,False
SC0008780,1000m,製造,YC-08,30.09,51.5,0.9,120.0,122.03,1020.1,2356,0.01327,89.11,True
SC0008781,100m,研究所テスト,YC-08,27.56,50.9,0.9,120.72,122.72,1023.8,1412,0.01364,89.1,False
SC0008782,1200m,製造,YC-08,29.34,50.9,0.9,120.0,122.03,1020.9,1732,0.01361,89.06,False
SC0008783,1200m,製造,YC-08,28.63,50.8,0.9,120.07,122.14,1020.2,1242,0.01123,89.04,False
SC0008784,1200m,製造,YC-08,27.68,50.3,0.9,120.0,122.01,1020.0,517,0.01031,89.02,False
SC0008785,1200m,研究所テスト,YC-08,32.71,51.2,0.9,120.1,122.07,1020.1,1891,0.01169,89.06,True
SC0008786,1000m,製造,YC-08,27.2,50.2,0.9,120.0,122.07,1020.1,221,0.01022,89.06,False
SC0008787,1500m,製造,YC-08,28.89,50.9,0.9,120.0,122.21,1021.7,1440,0.012,89.08,False
SC0008788,1000m,試作品,YC-08,27.52,50.2,0.9,120.05,122.02,1020.1,396,0.01039,89.02,False
SC0008789,1200m,試作品,YC-08,27.37,50.2,0.9,120.27,122.01,1020.1,283,0.0102,89.03,False
SC0008790,1000m,製造,YC-08,27.68,50.3,0.9,120.0,122.0,1020.0,517,0.01021,89.02,True
SC0008791,1500m,製造,YC-08,29.18,51.0,0.9,120.18,122.01,1020.5,1662,0.01527,89.07,False
SC0008792,300m,製造,YC-08,27.43,50.2,0.9,120.01,122.0,1020.0,344,0.01007,89.04,True
SC0008793,300m,製造,YC-08,29.36,51.1,0.9,120.39,122.26,1020.6,1799,0.01285,89.05,False
SC0008794,1000m,製造,YC-08,28.82,50.6,0.9,120.14,122.14,1020.5,996,0.01089,89.03,False
SC0008795,1500m,製造,YC-08,28.32,,0.9,120.26,122.37,1020.8,2217,0.01198,89.16,True
SC0008796,500m,製造,YC-08,27.45,50.2,0.9,120.0,122.0,1020.0,340,0.01017,89.01,False
SC0008797,1200m,製造,YC-08,27.55,50.3,0.9,120.09,122.19,1020.2,413,0.01033,89.05,False
SC0008798,1500m,製造,YC-08,28.59,50.7,0.9,120.21,122.25,1020.7,1210,0.0118,89.12,False
SC0008799,1200m,製造,YC-08,27.43,50.2,0.9,120.0,122.13,1020.6,275,0.0103,89.05,False
SC0008800,300m,製造,YC-08,28.39,50.7,0.9,120.0,122.03,1020.2,1163,0.01058,89.08,False
SC0008801,500m,製造,YC-08,30.18,51.5,0.9,120.09,122.06,1020.2,2426,0.01168,89.14,False
SC0008802,1000m,製造,YC-08,27.19,50.1,0.9,120.05,122.05,1020.3,170,0.01021,89.07,False
SC0008803,1000m,製造,YC-08,27.82,50.4,0.9,120.01,122.01,1020.0,621,0.01043,89.02,False
SC0008804,1000m,製造,YC-08,27.75,50.5,0.9,120.26,122.23,1020.5,552,0.01049,89.08,False
SC0008805,1500m,製造,YC-08,27.52,50.2,0.9,120.0,122.01,1020.0,344,0.01021,89.08,False
SC0008806,1000m,製造,YC-08,28.12,50.5,0.9,120.15,122.27,1020.4,856,0.01093,89.04,False
SC0008807,1200m,製造,YC-08,27.62,50.3,0.9,120.01,122.01,1020.1,472,0.01052,89.03,False
SC0008808,1200m,製造,YC-08,29.32,51.1,0.9,120.0,122.05,1020.1,1765,0.01157,89.05,False
SC0008809,1200m,製造,YC-08,27.32,50.2,0.9,120.05,122.05,1020.0,243,0.01007,89.02,False
SC0008810,1200m,製造,YC-08,29.36,50.6,0.9,120.0,122.42,1020.8,989,0.01098,89.07,False
SC0008811,500m,製造,YC-08,28.82,50.9,0.9,120.05,122.02,1020.2,1385,0.01151,89.08,False
SC0008812,1000m,製造,YC-08,28.69,50.8,0.9,120.0,122.44,1021.6,1246,0.01099,89.06,False
SC0008813,1200m,製造,YC-08,27.0,50.1,0.9,120.0,122.0,1020.0,117,0.01007,89.01,False
SC0008814,1200m,製造,YC-08,28.87,50.9,0.9,120.05,122.05,1020.2,1385,0.01082,89.06,False
SC0008815,1000m,製造,YC-08,27.97,50.5,0.9,120.02,122.01,1020.0,734,0.01036,89.09,False
SC0008816,1000m,製造,YC-08,27.44,50.2,0.9,120.0,122.05,1020.0,330,0.0102,89.02,False
SC0008817,500m,製造,YC-08,33.08,51.4,0.9,120.0,122.22,1020.4,2915,0.01321,89.08,False
SC0008818,1000m,製造,YC-08,31.24,50.9,0.9,120.0,122.1,1020.3,1385,0.01261,89.04,False
SC0008819,1500m,製造,YC-08,28.6,50.6,0.9,120.02,122.01,1020.0,1388,0.0111,89.05,False
SC0008820,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.0,344,0.01024,89.02,False
SC0008821,1200m,製造,YC-08,27.55,50.3,0.9,120.14,122.05,1020.2,413,0.01045,89.04,False
SC0008822,1000m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.2,344,0.01058,89.06,False
SC0008823,1000m,製造,YC-08,30.33,51.0,0.9,120.0,122.03,1020.4,1612,0.01144,89.06,False
SC0008824,1200m,製造,YC-08,28.45,50.7,0.9,120.03,122.0,1020.0,1107,0.01088,89.04,False
SC0008825,1200m,製造,YC-08,28.64,50.8,0.9,120.0,122.02,1020.5,1246,0.01185,89.05,False
SC0008826,500m,製造,YC-08,27.91,50.4,0.9,120.3,122.12,1020.4,691,0.01055,89.05,False
SC0008827,1200m,製造,YC-08,28.41,50.7,0.9,120.2,122.24,1020.9,1286,0.01132,89.08,False
SC0008828,1500m,製造,YC-08,27.41,50.2,0.9,120.05,122.05,1020.2,309,0.01022,89.08,False
SC0008829,1500m,製造,YC-08,31.05,50.8,0.9,120.0,122.29,1020.8,1357,0.01175,89.06,False
SC0008830,1200m,製造,YC-08,27.96,51.0,0.9,120.0,122.18,1020.5,2426,0.01192,89.09,False
SC0008831,1200m,製造,YC-08,31.63,51.8,0.9,121.31,122.26,1023.0,1454,0.01317,89.23,False
SC0008832,500m,製造,YC-08,28.36,50.6,0.9,120.01,122.01,1020.0,1038,0.01124,89.06,False
SC0008833,500m,製造,YC-08,27.17,50.2,0.9,120.02,122.01,1020.0,220,0.01012,89.05,False
SC0008834,500m,製造,YC-08,27.46,50.5,0.9,120.03,122.01,1020.1,830,0.01107,89.04,False
SC0008835,1200m,製造,YC-08,29.97,51.2,0.9,120.0,122.03,1020.2,1385,0.01179,89.06,False
SC0008836,500m,製造,YC-08,28.82,50.9,0.9,120.05,122.09,1020.1,1385,0.01124,89.03,False
SC0008837,500m,製造,YC-08,34.23,52.8,0.9,120.0,122.22,1020.8,2426,0.01313,89.1,False
SC0008838,1200m,試作品,YC-08,28.17,50.6,0.9,120.01,122.01,1020.0,890,0.01106,89.04,False
SC0008839,1200m,製造,YC-08,28.76,50.7,0.9,120.06,122.12,1020.3,613,0.01067,89.03,False
SC0008840,1200m,試作品,YC-08,28.64,50.8,0.9,120.02,122.01,1020.1,1246,0.01185,89.07,False
SC0008841,100m,研究所テスト,YC-08,27.18,50.1,0.9,120.0,122.0,1020.0,101,0.01008,89.02,False
SC0008842,1200m,製造,YC-08,29.17,51.0,0.9,120.24,122.47,1020.9,1652,0.01098,89.04,False
SC0008843,500m,製造,YC-08,27.56,50.2,0.9,120.02,122.01,1020.1,344,0.01024,89.03,False
SC0008844,1000m,製造,YC-08,29.27,51.1,0.9,120.03,122.03,1020.0,1732,0.01137,89.1,False
SC0008845,300m,製造,YC-08,27.79,51.6,0.9,120.26,122.16,1020.6,1524,0.01242,89.04,False
SC0008846,1200m,試作品,YC-08,29.11,50.6,0.9,120.02,122.02,1020.1,1038,0.01155,89.03,False
SC0008847,1200m,製造,YC-08,28.96,50.9,0.9,120.0,122.26,1020.9,1496,0.01163,89.06,False
SC0008848,1000m,製造,YC-08,28.45,50.7,0.9,120.09,122.06,1020.2,1107,0.01176,89.06,False
SC0008849,1000m,試作品,YC-08,27.65,50.3,0.9,120.0,122.0,1020.1,497,0.0104,89.03,False
SC0008850,1200m,試作品,YC-08,27.27,50.1,0.9,120.02,122.0,1020.0,205,0.01023,89.02,True
SC0008851,1200m,試作品,YC-08,28.05,50.5,0.9,120.0,122.01,1020.1,795,0.01032,89.03,False
SC0008852,500m,製造,YC-08,27.6,50.2,0.9,120.0,122.07,1020.2,335,0.01044,89.05,False
SC0008853,1500m,試作品,YC-08,27.82,50.4,0.9,120.02,122.03,1020.1,621,0.0108,89.04,False
SC0008854,1500m,製造,YC-08,27.27,50.1,0.9,120.0,122.05,1020.2,247,0.01015,89.04,False
SC0008855,1500m,製造,YC-08,27.36,50.2,0.9,120.0,122.09,1020.1,275,0.01027,89.03,False
SC0008856,1000m,製造,YC-08,27.36,50.5,0.9,120.03,122.04,1020.2,830,0.01165,89.06,False
SC0008857,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.24,1020.4,1662,0.01214,89.06,False
SC0008858,1200m,製造,YC-08,27.41,50.2,0.9,120.05,122.03,1020.2,309,0.01034,89.04,False
SC0008859,1200m,製造,YC-08,28.02,50.5,0.9,120.0,122.06,1020.1,774,0.01092,89.04,False
SC0008860,500m,製造,YC-08,28.16,50.5,0.9,120.03,122.06,1020.1,856,0.01059,89.03,False
SC0008861,1000m,製造,YC-08,27.87,50.4,0.9,120.0,122.01,1020.0,663,0.01059,89.04,False
SC0008862,1200m,試作品,YC-08,29.54,51.2,0.9,120.0,122.03,1020.4,1940,0.0125,89.1,False
SC0008863,1000m,製造,YC-08,28.53,50.7,0.9,120.02,122.01,1020.1,1476,0.01173,89.1,False
SC0008864,1000m,製造,YC-08,29.15,51.0,0.9,120.02,122.04,1020.0,1640,0.01081,89.04,False
SC0008865,300m,製造,YC-08,27.5,50.8,0.9,120.02,122.03,1020.1,1246,0.01148,89.04,False
SC0008866,500m,製造,YC-08,27.44,50.2,0.9,120.01,122.0,1020.0,330,0.0101,89.03,False
SC0008867,100m,研究所テスト,YC-08,29.89,51.5,0.9,120.0,122.22,1020.6,1454,0.01188,89.06,False
SC0008868,500m,製造,YC-08,27.35,50.2,0.9,120.05,122.01,1020.1,262,0.01032,89.02,False
SC0008869,1000m,製造,YC-08,30.25,50.9,0.9,120.1,122.02,1020.3,1385,0.01096,89.05,False
